"key","value"
"EA","EAC"
"KG","KGM"
"M","MTR"
"M2","MTK"
"P","PCE"
"PC","PCE"
"PCS","PCE"
"PIECE","PCE"
"PIECE(片)","PCE"
"PR","NPR"
"PAIR","NPR"
"Y","YRD"
"YARD","YRD"
"YARDS","YRD"
"YD","YRD"
"YDS","YRD"
"YDR","YRD"
"847432","84743200003"
"847439","84743900006"
"847480","84748000004"
"847490","84749000002"
"847510","84751000008"
"847521","84752100005"
"847529","84752900007"
"847621","84762100004"
"847629","84762900006"
"847681","84768100001"
"847730","84773000002"
"847740","84774000000"
"847751","84775100006"
"847759","84775900008"
"847780","84778000001"
"847790","84779000009"
"847810","84781000005"
"847890","84789000008"
"847920","84792000002"
"847930","84793000000"
"847940","84794000008"
"847960","84796000003"
"847971","84797100000"
"847979","84797900002"
"847981","84798100008"
"847982","84798200007"
"847983","84798300006"
"848010","84801000001"
"848020","84802000009"
"848030","84803000007"
"848041","84804100004"
"848049","84804900006"
"848050","84805000002"
"848060","84806000000"
"848079","84807900009"
"848110","84811000000"
"848120","84812000008"
"848130","84813000006"
"848140","84814000004"
"848280","84828000004"
"848320","84832000006"
"848350","84835000009"
"848410","84841000007"
"848420","84842000005"
"848510","84851000006"
"848520","84852000004"
"848530","84853000002"
"848580","84858000001"
"848590","84859000009"
"848710","84871000004"
"850171","85017100002"
"850211","85021100004"
"850212","85021200003"
"850231","85023100000"
"850240","85024000009"
"850410","85041000003"
"850431","85043100008"
"850490","85049000006"
"850511","85051100001"
"850519","85051900003"
"850520","85052000000"
"850630","85063000007"
"850640","85064000005"
"850650","85065000002"
"850660","85066000000"
"850690","85069000004"
"850710","85071000000"
"850720","85072000008"
"850730","85073000006"
"850750","85075000001"
"850790","85079000003"
"850811","85081100008"
"850819","85081900000"
"850860","85086000008"
"850870","85087000006"
"850940","85094000002"
"850990","85099000001"
"851010","85101000005"
"851020","85102000003"
"851030","85103000001"
"851110","85111000004"
"851120","85112000002"
"851180","85118000009"
"851230","85123000009"
"851240","85124000007"
"851390","85139000005"
"851411","85141100000"
"851419","85141900002"
"851420","85142000009"
"851431","85143100006"
"851432","85143200005"
"851439","85143900008"
"851440","85144000005"
"851511","85151100009"
"851521","85152100007"
"851529","85152900009"
"851531","85153100005"
"851539","85153900007"
"851610","85161000009"
"851621","85162100006"
"851631","85163100004"
"851632","85163200003"
"851633","85163300002"
"851640","85164000003"
"851650","85165000000"
"851671","85167100005"
"851672","85167200004"
"851679","85167900007"
"851680","85168000004"
"851711","85171100007"
"851713","85171300005"
"851714","85171400004"
"851761","85176100006"
"851762","85176200005"
"851771","85177100004"
"851779","85177900006"
"851821","85182100004"
"851822","85182200003"
"851930","85193000002"
"851989","85198900002"
"852210","85221000001"
"852321","85232100007"
"852341","85234100003"
"852351","85235100000"
"852359","85235900002"
"852380","85238000005"
"852411","85241100008"
"852412","85241200007"
"852419","85241900000"
"852491","85249100001"
"852492","85249200000"
"852499","85249900003"
"852560","85256000007"
"852610","85261000007"
"852712","85271200004"
"852713","85271300003"
"852719","85271900007"
"852729","85272900005"
"852791","85279100008"
"852792","85279200007"
"852799","85279900000"
"852842","85284200007"
"852852","85285200004"
"852872","85287200000"
"852873","85287300009"
"853010","85301000001"
"853080","85308000006"
"853090","85309000004"
"853210","85321000009"
"853221","85322100006"
"853222","85322200005"
"853223","85322300004"
"853224","85322400003"
"853229","85322900008"
"853230","85323000005"
"853290","85329000002"
"853331","85333100003"
"853339","85333900005"
"853340","85334000002"
"853390","85339000001"
"853510","85351000006"
"853610","85361000005"
"853630","85363000001"
"853641","85364100008"
"853661","85366100003"
"853670","85367000002"
"853810","85381000003"
"853910","85391000002"
"853921","85392100009"
"853931","85393100007"
"853941","85394100005"
"853951","85395100002"
"853952","85395200001"
"853990","85399000005"
"854012","85401200007"
"854020","85402000007"
"854040","85404000003"
"854060","85406000008"
"854071","85407100005"
"854081","85408100003"
"854099","85409900003"
"854121","85412100005"
"854130","85413000004"
"854151","85415100008"
"854159","85415900000"
"854231","85423100002"
"854233","85423300000"
"854310","85431000006"
"854320","85432000004"
"854411","85441100004"
"854419","85441900006"
"854430","85443000001"
"854470","85447000002"
"854511","85451100003"
"854520","85452000002"
"854610","85461000003"
"854620","85462000001"
"854690","85469000006"
"854710","85471000002"
"854720","85472000000"
"854911","85491100009"
"854912","85491200008"
"854913","85491300007"
"854914","85491400006"
"854919","85491900001"
"854921","85492100007"
"854929","85492900009"
"854931","85493100005"
"854939","85493900007"
"854991","85499100002"
"860110","86011000005"
"860120","86012000003"
"860210","86021000004"
"860310","86031000003"
"860390","86039000006"
"860500","86050000003"
"860610","86061000000"
"860630","86063000006"
"860692","86069200001"
"860699","86069900004"
"860711","86071100008"
"860712","86071200007"
"860719","86071900000"
"860721","86072100006"
"860729","86072900008"
"860730","86073000005"
"860799","86079900003"
"860900","86090000009"
"870110","87011000004"
"870121","87012100001"
"870122","87012200000"
"870123","87012300009"
"870124","87012400008"
"870129","87012900003"
"870310","87031000002"
"870432","87043200005"
"870452","87045200000"
"870490","87049000004"
"870520","87052000008"
"870530","87053000006"
"870540","87054000004"
"870710","87071000008"
"870810","87081000007"
"870821","87082100004"
"870822","87082200003"
"870893","87089300007"
"870990","87099000009"
"871130","87113000008"
"871140","87114000006"
"871150","87115000003"
"871310","87131000000"
"871390","87139000003"
"871420","87142000007"
"871495","87149500007"
"871500","87150000000"
"871610","87161000007"
"871620","87162000005"
"871631","87163100002"
"871640","87164000001"
"871680","87168000002"
"871690","87169000000"
"880211","88021100001"
"880212","88021200000"
"880220","88022000000"
"880230","88023000008"
"880240","88024000006"
"880260","88026000001"
"880510","88051000009"
"880610","88061000008"
"880621","88062100005"
"880624","88062400002"
"880629","88062900007"
"880691","88069100000"
"880694","88069400007"
"880699","88069900002"
"880710","88071000007"
"880720","88072000005"
"890110","89011000002"
"890120","89012000000"
"890130","89013000008"
"890311","89031100009"
"890321","89032100007"
"890322","89032200006"
"890323","89032300005"
"890331","89033100005"
"890332","89033200004"
"890333","89033300003"
"890400","89040000001"
"890510","89051000008"
"890520","89052000006"
"890610","89061000007"
"890790","89079000009"
"900110","90011000009"
"900120","90012000007"
"900130","90013000005"
"900219","90021900009"
"900220","90022000006"
"900311","90031100006"
"900390","90039000000"
"900640","90064000008"
"900661","90066100002"
"900669","90066900004"
"900691","90069100006"
"900699","90069900008"
"900710","90071000003"
"900720","90072000001"
"900791","90079100005"
"900792","90079200004"
"900890","90089000005"
"901010","90101000008"
"901060","90106000007"
"901110","90111000007"
"901120","90112000005"
"901180","90118000002"
"901190","90119000000"
"901210","90121000006"
"901290","90129000009"
"901320","90132000003"
"901410","90141000004"
"901420","90142000002"
"901490","90149000007"
"901510","90151000003"
"901520","90152000001"
"901530","90153000009"
"901540","90154000007"
"901730","90173000007"
"901811","90181100009"
"901812","90181200008"
"901813","90181300007"
"901820","90182000008"
"901831","90183100005"
"901832","90183200004"
"901841","90184100003"
"902121","90212100002"
"902131","90213100000"
"902140","90214000009"
"902150","90215000006"
"902212","90221200002"
"902213","90221300001"
"902214","90221400000"
"902219","90221900005"
"902230","90223000000"
"902410","90241000002"
"902480","90248000007"
"902490","90249000005"
"902590","90259000004"
"902690","90269000003"
"902710","90271000009"
"902750","90275000000"
"902781","90278100003"
"902830","90283000004"
"902890","90289000001"
"902990","90299000000"
"903031","90303100009"
"903032","90303200008"
"903039","90303900001"
"903040","90304000008"
"903082","90308200007"
"903084","90308400005"
"903089","90308900000"
"903110","90311000003"
"903120","90312000001"
"903210","90321000002"
"903220","90322000000"
"903281","90328100006"
"903290","90329000005"
"910111","91011100007"
"910121","91012100005"
"910129","91012900007"
"910191","91019100000"
"910199","91019900002"
"910211","91021100006"
"910212","91021200005"
"910219","91021900008"
"910221","91022100004"
"910229","91022900006"
"910291","91029100009"
"910299","91029900001"
"910310","91031000006"
"910390","91039000009"
"910400","91040000007"
"910511","91051100003"
"910519","91051900005"
"910521","91052100001"
"910529","91052900003"
"910599","91059900008"
"910610","91061000003"
"910700","91070000004"
"910812","91081200009"
"910819","91081900002"
"910820","91082000009"
"910890","91089000004"
"910910","91091000000"
"910990","91099000003"
"911011","91101100006"
"911012","91101200005"
"911019","91101900008"
"911090","91109000000"
"911110","91111000006"
"911120","91112000004"
"911180","91118000001"
"911190","91119000009"
"911220","91122000003"
"911290","91129000008"
"911310","91131000004"
"911320","91132000002"
"911440","91144000007"
"911490","91149000006"
"920110","92011000007"
"920120","92012000005"
"920510","92051000003"
"920600","92060000004"
"920810","92081000000"
"920930","92093000005"
"920991","92099100001"
"920992","92099200000"
"920994","92099400008"
"930110","93011000006"
"930120","93012000004"
"930190","93019000009"
"930200","93020000007"
"930310","93031000004"
"930320","93032000002"
"930330","93033000000"
"930510","93051000002"
"930591","93059100004"
"930621","93062100008"
"930629","93062900000"
"930690","93069000004"
"940110","94011000005"
"940120","94012000003"
"940131","94013100000"
"940139","94013900002"
"940141","94014100008"
"940149","94014900000"
"940171","94017100001"
"940179","94017900003"
"940180","94018000000"
"940191","94019100007"
"940199","94019900009"
"940310","94031000003"
"940320","94032000001"
"940370","94037000000"
"940391","94039100005"
"940399","94039900007"
"940410","94041000002"
"940421","94042100009"
"940430","94043000008"
"940440","94044000006"
"940511","94051100000"
"940519","94051900002"
"940521","94052100008"
"940529","94052900000"
"940531","94053100006"
"940539","94053900008"
"940591","94059100003"
"940592","94059200002"
"940599","94059900005"
"940610","94061000000"
"940620","94062000008"
"940690","94069000003"
"950420","95042000009"
"950440","95044000005"
"950590","95059000003"
"950611","95061100008"
"950612","95061200007"
"950619","95061900000"
"950621","95062100006"
"950629","95062900008"
"950631","95063100004"
"950632","95063200003"
"950639","95063900006"
"950651","95065100009"
"950661","95066100007"
"950691","95069100001"
"950710","95071000008"
"950720","95072000006"
"950730","95073000004"
"950790","95079000001"
"950810","95081000007"
"950821","95082100004"
"950822","95082200003"
"950823","95082300002"
"950824","95082400001"
"950825","95082500000"
"950826","95082600009"
"950829","95082900006"
"950830","95083000003"
"950840","95084000001"
"960310","96031000001"
"960321","96032100008"
"960329","96032900000"
"960340","96034000005"
"960350","96035000002"
"960500","96050000001"
"960610","96061000008"
"960621","96062100005"
"960622","96062200004"
"960629","96062900007"
"960630","96063000004"
"960711","96071100006"
"960720","96072000005"
"960810","96081000006"
"960820","96082000004"
"960840","96084000000"
"960850","96085000007"
"960860","96086000005"
"960899","96089900000"
"960910","96091000005"
"960920","96092000003"
"961000","96100000004"
"961210","96121000000"
"961220","96122000008"
"961310","96131000009"
"961320","96132000007"
"961511","96151100006"
"961519","96151900008"
"961590","96159000000"
"961610","96161000006"
"961620","96162000004"
"961700","96170000007"
"961800","96180000006"
"970121","97012100009"
"970122","97012200008"
"970129","97012900001"
"970191","97019100004"
"970192","97019200003"
"970199","97019900006"
"970210","97021000001"
"970290","97029000004"
"970521","97052100005"
"970531","97053100003"
"970539","97053900005"
"980500","98050000009"
"980740","98074000009"
"980910","98091000003"
"981000","98100000100"
"981100","98110000001"
"981300","98130000009"
"981700","98170000005"
"981800","98180000004"
"982000","98200000000"
"982511","98251100002"
"982512","98251200001"
"982521","98252100000"
"982522","98252200009"
"982531","98253100008"
"982532","98253200007"
"982550","98255000004"
"989900","98990000006"
"01012100","01012100003"
"01012900","01012900005"
"01013000","01013000002"
"01019000","01019000009"
"01022100","01022100002"
"01022900","01022900004"
"01023100","01023100000"
"01023900","01023900002"
"01029010","01029010006"
"01029090","01029090009"
"01031000","01031000004"
"01039100","01039100006"
"01039200","01039200005"
"01041000","01041000003"
"01051110","01051110009"
"01051120","01051120007"
"01051210","01051210008"
"01051220","01051220006"
"01051310","01051310007"
"01051390","01051390000"
"01051410","01051410006"
"01051490","01051490009"
"01051510","01051510005"
"01051590","01051590008"
"01059410","01059410009"
"01059420","01059420007"
"01059910","01059910004"
"01059920","01059920002"
"01061210","01061210007"
"01061220","01061220005"
"01061300","01061300008"
"01061410","01061410005"
"01061490","01061490008"
"01061930","01061930006"
"01061990","01061990003"
"01063100","01063100006"
"01063200","01063200005"
"01064100","01064100004"
"02011010","02011010003"
"02011090","02011090006"
"02012010","02012010001"
"02012020","02012020009"
"02021010","02021010002"
"02021090","02021090005"
"02022010","02022010000"
"02022020","02022020008"
"02031200","02031200001"
"02031911","02031911001"
"02031919","02031919003"
"02031991","02031991004"
"02031999","02031999006"
"02032200","02032200009"
"02032911","02032911009"
"02032991","02032991002"
"02032999","02032999004"
"02041000","02041000002"
"02042100","02042100009"
"02042200","02042200008"
"02042300","02042300007"
"02043000","02043000008"
"02044100","02044100005"
"02044200","02044200004"
"02044300","02044300003"
"02050000","02050000003"
"02061010","02061010008"
"02062100","02062100007"
"02062200","02062200006"
"02062910","02062910007"
"02063010","02063010004"
"02064100","02064100003"
"02064910","02064910003"
"02064920","02064920001"
"02068011","02068011002"
"02068019","02068019004"
"02068020","02068020001"
"02069010","02069010001"
"02069090","02069090004"
"02071100","02071100008"
"02071200","02071200007"
"02071311","02071311003"
"02071319","02071319005"
"02071320","02071320002"
"02071391","02071391006"
"02071392","02071392005"
"02071399","02071399008"
"02071411","02071411002"
"02071419","02071419004"
"02071421","02071421000"
"02071422","02071422009"
"02071423","02071423008"
"02071429","02071429002"
"02072400","02072400003"
"02072500","02072500002"
"02072610","02072610009"
"02072620","02072620007"
"02072690","02072690002"
"02072710","02072710008"
"02072721","02072721005"
"02072722","02072722004"
"02072729","02072729007"
"02074100","02074100002"
"02074200","02074200001"
"02074300","02074300000"
"02074410","02074410007"
"02074420","02074420005"
"02074490","02074490000"
"02074510","02074510006"
"02074520","02074520004"
"02074530","02074530002"
"02074590","02074590009"
"02075100","02075100009"
"02075200","02075200008"
"02075300","02075300007"
"02075410","02075410004"
"02075420","02075420002"
"02075490","02075490007"
"02075510","02075510003"
"02075520","02075520001"
"02075530","02075530009"
"02075590","02075590006"
"02076010","02076010006"
"02076020","02076020004"
"02076030","02076030002"
"02076040","02076040000"
"02076050","02076050007"
"02076060","02076060005"
"02076090","02076090009"
"02081010","02081010006"
"02081020","02081020004"
"02083010","02083010002"
"02083020","02083020000"
"02084030","02084030006"
"02084040","02084040004"
"02086010","02086010005"
"02086020","02086020003"
"02089011","02089011008"
"02089012","02089012007"
"02089013","02089013006"
"02089021","02089021006"
"02091000","02091000007"
"02099000","02099000000"
"02101100","02101100003"
"02101200","02101200002"
"02101900","02101900005"
"02102000","02102000002"
"02109911","02109911005"
"02109912","02109912004"
"02109913","02109913003"
"02109919","02109919007"
"02109921","02109921003"
"02109930","02109930002"
"02109941","02109941009"
"02109942","02109942008"
"03019100","03019100006"
"03019300","03019300004"
"03019400","03019400003"
"03019500","03019500002"
"03019921","03019921003"
"03019922","03019922002"
"03021100","03021100002"
"03021300","03021300000"
"03021400","03021400009"
"03021900","03021900004"
"03022100","03022100000"
"03022200","03022200009"
"03022300","03022300008"
"03022400","03022400007"
"03022900","03022900002"
"03023100","03023100008"
"03023200","03023200007"
"03023300","03023300006"
"03023400","03023400005"
"03023500","03023500004"
"03023600","03023600003"
"03023900","03023900000"
"03024100","03024100006"
"03024200","03024200005"
"03024300","03024300004"
"03024400","03024400003"
"03024500","03024500002"
"03024600","03024600001"
"03024700","03024700000"
"03024910","03024910006"
"03024920","03024920004"
"03024930","03024930002"
"03024940","03024940000"
"03025100","03025100003"
"03025200","03025200002"
"03025300","03025300001"
"03025400","03025400000"
"03025500","03025500009"
"03025600","03025600008"
"03025900","03025900005"
"03027100","03027100009"
"03027200","03027200008"
"03027300","03027300007"
"03027400","03027400006"
"03027900","03027900001"
"03028200","03028200006"
"03028300","03028300005"
"03028400","03028400004"
"03028500","03028500003"
"03028910","03028910007"
"03028920","03028920005"
"03028930","03028930003"
"03028951","03028951007"
"03028952","03028952006"
"03028960","03028960006"
"03028970","03028970004"
"03028981","03028981001"
"03028982","03028982000"
"03028985","03028985007"
"03029110","03029110003"
"03029120","03029120001"
"03029200","03029200004"
"03029910","03029910005"
"03031100","03031100001"
"03031200","03031200000"
"03031300","03031300009"
"03031400","03031400008"
"03031900","03031900003"
"03032300","03032300007"
"03032400","03032400006"
"03032500","03032500005"
"03032600","03032600004"
"03032900","03032900001"
"03033100","03033100007"
"03033200","03033200006"
"03033300","03033300005"
"03033400","03033400004"
"03033900","03033900009"
"03034100","03034100005"
"03034200","03034200004"
"03034300","03034300003"
"03034400","03034400002"
"03034500","03034500001"
"03034600","03034600000"
"03034900","03034900007"
"03035100","03035100002"
"03035300","03035300000"
"03035500","03035500008"
"03035600","03035600007"
"03035700","03035700006"
"03035910","03035910002"
"03035920","03035920000"
"03035930","03035930008"
"03035940","03035940006"
"03036300","03036300008"
"03036400","03036400007"
"03036500","03036500006"
"03036600","03036600005"
"03036700","03036700004"
"03036800","03036800003"
"03036910","03036910000"
"03036990","03036990003"
"03038200","03038200005"
"03038300","03038300004"
"03038400","03038400003"
"03038910","03038910006"
"03038920","03038920004"
"03038930","03038930002"
"03038951","03038951006"
"03038952","03038952005"
"03038960","03038960005"
"03038970","03038970003"
"03038981","03038981000"
"03038982","03038982009"
"03039110","03039110002"
"03039200","03039200003"
"03039910","03039910004"
"03043100","03043100006"
"03043200","03043200005"
"03043300","03043300004"
"03044100","03044100004"
"03044200","03044200003"
"03044300","03044300002"
"03044400","03044400001"
"03044500","03044500000"
"03044600","03044600009"
"03044800","03044800007"
"03044910","03044910004"
"03044920","03044920002"
"03044930","03044930000"
"03045110","03045110009"
"03045210","03045210008"
"03045290","03045290001"
"03045300","03045300009"
"03045400","03045400008"
"03045500","03045500007"
"03045700","03045700005"
"03045910","03045910001"
"03045920","03045920009"
"03046100","03046100009"
"03046200","03046200008"
"03046300","03046300007"
"03047100","03047100007"
"03047200","03047200006"
"03047300","03047300005"
"03047400","03047400004"
"03047500","03047500003"
"03047900","03047900009"
"03048100","03048100005"
"03048200","03048200004"
"03048310","03048310001"
"03048390","03048390004"
"03048400","03048400002"
"03048500","03048500001"
"03048600","03048600000"
"03048910","03048910005"
"03048920","03048920003"
"03048930","03048930001"
"03048940","03048940009"
"03048950","03048950006"
"03048960","03048960004"
"03048970","03048970002"
"03049110","03049110001"
"03049190","03049190004"
"03049210","03049210000"
"03049290","03049290003"
"03049320","03049320007"
"03049410","03049410008"
"03049420","03049420006"
"03049510","03049510007"
"03049520","03049520005"
"03049610","03049610006"
"03049710","03049710005"
"03049790","03049790008"
"03052010","03052010006"
"03053200","03053200004"
"03053910","03053910005"
"03054100","03054100003"
"03054200","03054200002"
"03054300","03054300001"
"03054410","03054410008"
"03054490","03054490001"
"03054920","03054920001"
"03054930","03054930009"
"03054940","03054940007"
"03054950","03054950004"
"03055100","03055100000"
"03055200","03055200009"
"03055310","03055310006"
"03055390","03055390009"
"03055410","03055410005"
"03055420","03055420003"
"03055430","03055430001"
"03055490","03055490008"
"03055971","03055971006"
"03055972","03055972005"
"03055979","03055979008"
"03056100","03056100008"
"03056200","03056200007"
"03056300","03056300006"
"03056910","03056910008"
"03056940","03056940002"
"03057110","03057110004"
"03057120","03057120002"
"03057130","03057130000"
"03061111","03061111005"
"03061112","03061112004"
"03061211","03061211004"
"03061212","03061212003"
"03061421","03061421000"
"03061500","03061500004"
"03061600","03061600003"
"03061910","03061910008"
"03061920","03061920006"
"03063400","03063400001"
"03063510","03063510008"
"03063520","03063520006"
"03063610","03063610007"
"03063910","03063910004"
"03069110","03069110009"
"03069120","03069120007"
"03069210","03069210008"
"03069220","03069220006"
"03069310","03069310007"
"03069320","03069320005"
"03069400","03069400008"
"03069511","03069511004"
"03069910","03069910001"
"03071110","03071110005"
"03071200","03071200006"
"03071920","03071920005"
"03071930","03071930003"
"03071940","03071940001"
"03072100","03072100005"
"03072200","03072200004"
"03072930","03072930001"
"03073200","03073200002"
"03073921","03073921000"
"03073929","03073929002"
"03073930","03073930009"
"03074310","03074310007"
"03074921","03074921008"
"03074924","03074924005"
"03074931","03074931006"
"03075100","03075100008"
"03075200","03075200007"
"03075910","03075910204"
"03075920","03075920006"
"03076020","03076020003"
"03076030","03076030001"
"03076040","03076040009"
"03077110","03077110002"
"03077120","03077120000"
"03077210","03077210001"
"03077220","03077220009"
"03077230","03077230007"
"03077240","03077240005"
"03078110","03078110000"
"03078121","03078121007"
"03078200","03078200001"
"03078310","03078310008"
"03078320","03078320006"
"03078400","03078400009"
"03078710","03078710004"
"03078720","03078720002"
"03078730","03078730000"
"03078740","03078740008"
"03078810","03078810003"
"03078820","03078820001"
"03079110","03079110008"
"03079210","03079210007"
"03079220","03079220005"
"03079230","03079230003"
"03079240","03079240001"
"03079290","03079290000"
"03079961","03079961008"
"03079962","03079962007"
"03079963","03079963006"
"03079969","03079969000"
"03081110","03081110004"
"03081190","03081190007"
"03081200","03081200005"
"03081921","03081921003"
"03081922","03081922002"
"03081940","03081940000"
"03082111","03082111001"
"03082119","03082119003"
"03082200","03082200003"
"03082900","03082900006"
"03083011","03083011000"
"03083019","03083019002"
"03083020","03083020009"
"03083040","03083040005"
"03089011","03089011007"
"03089020","03089020006"
"03089030","03089030004"
"03089040","03089040002"
"03091000","03091000006"
"03099010","03099010007"
"03099020","03099020005"
"03099030","03099030003"
"04011010","04011010001"
"04011020","04011020009"
"04011090","04011090004"
"04012010","04012010009"
"04012020","04012020007"
"04012090","04012090002"
"04014010","04014010005"
"04014020","04014020003"
"04014090","04014090008"
"04015010","04015010002"
"04015020","04015020000"
"04015090","04015090005"
"04029110","04029110002"
"04029120","04029120000"
"04029130","04029130008"
"04029910","04029910004"
"04029920","04029920002"
"04029930","04029930000"
"04029940","04029940008"
"04029991","04029991006"
"04029992","04029992005"
"04029999","04029999008"
"04032000","04032000009"
"04039010","04039010002"
"04039021","04039021009"
"04039022","04039022008"
"04039029","04039029001"
"04039030","04039030008"
"04039040","04039040006"
"04039051","04039051002"
"04039059","04039059004"
"04039060","04039060001"
"04039090","04039090005"
"04051000","04051000009"
"04052010","04052010005"
"04052020","04052020003"
"04059010","04059010000"
"04059090","04059090003"
"04061000","04061000008"
"04063000","04063000004"
"04064000","04064000002"
"04069000","04069000001"
"04071110","04071110004"
"04071190","04071190007"
"04071910","04071910006"
"04072100","04072100004"
"04072900","04072900006"
"04079000","04079000000"
"04081100","04081100005"
"04081910","04081910005"
"04081990","04081990008"
"04089110","04089110006"
"04089190","04089190009"
"04089910","04089910008"
"04089990","04089990001"
"04090000","04090000007"
"04101000","04101000002"
"05010010","05010010002"
"05010020","05010020000"
"05021010","05021010009"
"05021020","05021020007"
"05029011","05029011001"
"05029019","05029019003"
"05029020","05029020000"
"05040011","05040011008"
"05040012","05040012007"
"05040019","05040019000"
"05040022","05040022005"
"05051000","05051000008"
"05059010","05059010009"
"05059030","05059030005"
"05061000","05061000007"
"05069011","05069011007"
"05069012","05069012006"
"05069020","05069020006"
"05069030","05069030004"
"05071011","05071011003"
"05071012","05071012002"
"05071013","05071013001"
"05071019","05071019005"
"05071021","05071021001"
"05071022","05071022000"
"05071029","05071029003"
"05071031","05071031009"
"05071032","05071032008"
"05071039","05071039001"
"05079011","05079011006"
"05079012","05079012005"
"05079013","05079013004"
"05079014","05079014003"
"05079015","05079015002"
"05079016","05079016001"
"05079017","05079017000"
"05079018","05079018009"
"05079019","05079019008"
"05079020","05079020005"
"05079021","05079021004"
"05079022","05079022003"
"05079023","05079023002"
"05079024","05079024001"
"05079025","05079025000"
"05079026","05079026009"
"05079027","05079027008"
"05079031","05079031002"
"05079032","05079032001"
"05079091","05079091009"
"05079092","05079092008"
"05079093","05079093007"
"05080020","05080020003"
"05080030","05080030001"
"05080040","05080040009"
"05100011","05100011000"
"05100012","05100012009"
"05100013","05100013008"
"05100014","05100014007"
"05100015","05100015006"
"05100016","05100016005"
"05100021","05100021008"
"05100022","05100022007"
"05100023","05100023006"
"05100029","05100029000"
"05100031","05100031006"
"05100032","05100032005"
"05100033","05100033004"
"05100034","05100034003"
"05100039","05100039008"
"05100044","05100044001"
"05100049","05100049006"
"05111000","05111000000"
"05119120","05119120008"
"05119191","05119191002"
"05119910","05119910002"
"05119920","05119920000"
"05119930","05119930008"
"05119940","05119940006"
"05119950","05119950003"
"05119960","05119960001"
"06012030","06012030003"
"06021010","06021010008"
"06023000","06023000006"
"06024000","06024000004"
"06031100","06031100008"
"06031200","06031200007"
"06031400","06031400005"
"06031500","06031500004"
"06031910","06031910008"
"06039010","06039010000"
"06039090","06039090003"
"06042011","06042011003"
"06042019","06042019005"
"06042020","06042020002"
"06042030","06042030000"
"06042041","06042041007"
"06042049","06042049009"
"06049011","06049011008"
"06049019","06049019000"
"06049090","06049090002"
"07011000","07011000000"
"07019000","07019000003"
"07020000","07020000001"
"07031010","07031010006"
"07031020","07031020004"
"07032010","07032010004"
"07032090","07032090007"
"07039000","07039000001"
"07041000","07041000007"
"07042000","07042000005"
"07049010","07049010008"
"07051100","07051100005"
"07051900","07051900007"
"07052100","07052100003"
"07052900","07052900005"
"07061000","07061000005"
"07070000","07070000006"
"07081000","07081000003"
"07082000","07082000001"
"07093000","07093000008"
"07094000","07094000006"
"07095110","07095110000"
"07095190","07095190003"
"07095200","07095200001"
"07095300","07095300000"
"07095400","07095400009"
"07095500","07095500008"
"07095600","07095600007"
"07095920","07095920000"
"07096000","07096000001"
"07097000","07097000009"
"07099100","07099100004"
"07099200","07099200003"
"07099300","07099300002"
"07101000","07101000009"
"07102100","07102100006"
"07102200","07102200005"
"07102910","07102910006"
"07103000","07103000005"
"07108020","07108020000"
"07108030","07108030008"
"07109000","07109000002"
"07112000","07112000006"
"07114000","07114000002"
"07115900","07115900000"
"07119010","07119010009"
"07119020","07119020007"
"07119030","07119030005"
"07122000","07122000005"
"07123110","07123110000"
"07123200","07123200001"
"07123300","07123300000"
"07123400","07123400009"
"07123910","07123910002"
"07129010","07129010008"
"07129021","07129021005"
"07129030","07129030004"
"07129040","07129040002"
"07129050","07129050009"
"07131010","07131010004"
"07131090","07131090007"
"07133310","07133310007"
"07133390","07133390000"
"07133410","07133410006"
"07133490","07133490009"
"07133510","07133510005"
"07133590","07133590008"
"07133920","07133920009"
"07133990","07133990004"
"07135010","07135010005"
"07135090","07135090008"
"07136010","07136010003"
"07136090","07136090006"
"07139010","07139010007"
"07139090","07139090000"
"07141010","07141010003"
"07141020","07141020001"
"07142010","07142010001"
"07142020","07142020009"
"07143010","07143010009"
"07143020","07143020007"
"07143030","07143030005"
"07144010","07144010007"
"07144020","07144020005"
"07145010","07145010004"
"07145020","07145020002"
"07149011","07149011005"
"07149012","07149012004"
"07149021","07149021003"
"07149022","07149022002"
"07149092","07149092007"
"08011100","08011100008"
"08011200","08011200007"
"08012110","08012110004"
"08012120","08012120002"
"08012210","08012210003"
"08012220","08012220001"
"08013110","08013110002"
"08013120","08013120000"
"08013210","08013210001"
"08013220","08013220009"
"08021110","08021110005"
"08021120","08021120003"
"08021210","08021210004"
"08021220","08021220002"
"08022100","08022100005"
"08022200","08022200004"
"08023100","08023100003"
"08023200","08023200002"
"08024110","08024110009"
"08024120","08024120007"
"08024210","08024210008"
"08024220","08024220006"
"08025100","08025100008"
"08025200","08025200007"
"08026100","08026100006"
"08026200","08026200005"
"08027000","08027000005"
"08028000","08028000003"
"08029100","08029100000"
"08029200","08029200009"
"08029910","08029910000"
"08029920","08029920008"
"08029930","08029930006"
"08029990","08029990003"
"08031010","08031010005"
"08031020","08031020003"
"08039010","08039010008"
"08039020","08039020006"
"08042010","08042010002"
"08042020","08042020000"
"08043010","08043010000"
"08043020","08043020008"
"08044000","08044000000"
"08045010","08045010005"
"08045021","08045021002"
"08045022","08045022001"
"08045030","08045030001"
"08051020","08051020001"
"08051030","08051030009"
"08051091","08051091005"
"08051092","08051092004"
"08054020","08054020005"
"08055010","08055010004"
"08055090","08055090007"
"08059000","08059000008"
