"key","value"
"EA","EAC"
"KG","KGM"
"M","MTR"
"M2","MTK"
"P","PCE"
"PC","PCE"
"PCS","PCE"
"PIECE","PCE"
"PIECE(片)","PCE"
"PR","NPR"
"PAIR","NPR"
"Y","YRD"
"YARD","YRD"
"YARDS","YRD"
"YD","YRD"
"YDS","YRD"
"YDR","YRD"
"35019019","35019019008"
"35019020","35019020005"
"35021110","35021110002"
"35021120","35021120000"
"35021190","35021190005"
"35021910","35021910004"
"35021920","35021920002"
"35021990","35021990007"
"35022000","35022000003"
"35029000","35029000008"
"35030010","35030010004"
"35030020","35030020002"
"35030030","35030030000"
"35030040","35030040008"
"35040011","35040011002"
"35040019","35040019004"
"35040020","35040020001"
"35051010","35051010000"
"35051020","35051020008"
"35051040","35051040004"
"35051051","35051051000"
"35051059","35051059002"
"35051061","35051061008"
"35051069","35051069000"
"35052000","35052000000"
"35069110","35069110001"
"35069120","35069120009"
"35069130","35069130007"
"35069900","35069900005"
"35071000","35071000000"
"35079000","35079000003"
"36010010","36010010005"
"36010020","36010020003"
"36010090","36010090008"
"36020010","36020010004"
"36031000","36031000003"
"36032000","36032000001"
"36033000","36033000009"
"36034000","36034000007"
"36035000","36035000004"
"36036000","36036000002"
"36041010","36041010000"
"36041020","36041020008"
"36049020","36049020001"
"36049090","36049090006"
"36050000","36050000003"
"36061000","36061000000"
"36069010","36069010001"
"36069020","36069020009"
"36069030","36069030007"
"36069090","36069090004"
"37011000","37011000004"
"37012000","37012000002"
"37019100","37019100006"
"37019990","37019990009"
"37021000","37021000003"
"37023110","37023110006"
"37023190","37023190009"
"37023200","37023200007"
"37023900","37023900000"
"37024110","37024110004"
"37024120","37024120002"
"37024190","37024190007"
"37024210","37024210003"
"37024290","37024290006"
"37024310","37024310002"
"37024390","37024390005"
"37024410","37024410001"
"37024420","37024420009"
"37024490","37024490004"
"37025300","37025300001"
"37025410","37025410008"
"37025490","37025490001"
"37025510","37025510007"
"37025590","37025590000"
"37025610","37025610006"
"37025690","37025690009"
"37029600","37029600000"
"37029700","37029700009"
"37029800","37029800008"
"37031010","37031010000"
"37031090","37031090003"
"37032010","37032010008"
"37032090","37032090001"
"37039010","37039010003"
"37039020","37039020001"
"37039091","37039091005"
"37039092","37039092004"
"37040010","37040010001"
"37040020","37040020009"
"37040090","37040090004"
"37061031","37061031002"
"37061032","37061032001"
"37061033","37061033000"
"37061040","37061040001"
"37061051","37061051007"
"37061052","37061052006"
"37061053","37061053005"
"37061060","37061060006"
"37061071","37061071003"
"37061072","37061072002"
"37061073","37061073001"
"37061080","37061080002"
"37061091","37061091009"
"37061092","37061092008"
"37061093","37061093007"
"37061099","37061099001"
"37069031","37069031005"
"37069032","37069032004"
"37069039","37069039007"
"37069041","37069041003"
"37069042","37069042002"
"37069049","37069049005"
"37069090","37069090003"
"37071000","37071000008"
"37079010","37079010009"
"37079020","37079020007"
"37079030","37079030005"
"37079090","37079090002"
"38011000","38011000003"
"38012000","38012000001"
"38013000","38013000009"
"38019000","38019000006"
"38021000","38021000002"
"38029011","38029011002"
"38029012","38029012001"
"38029013","38029013000"
"38029019","38029019004"
"38029020","38029020001"
"38030000","38030000003"
"38040010","38040010000"
"38040090","38040090003"
"38051000","38051000009"
"38059010","38059010000"
"38059020","38059020008"
"38059030","38059030006"
"38059040","38059040004"
"38061000","38061000008"
"38062000","38062000006"
"38063000","38063000004"
"38069010","38069010009"
"38069020","38069020007"
"38069030","38069030005"
"38069040","38069040003"
"38069090","38069090002"
"38070010","38070010007"
"38070020","38070020005"
"38070030","38070030003"
"38070040","38070040001"
"38070050","38070050008"
"38070090","38070090000"
"38085200","38085200005"
"38086100","38086100004"
"38086200","38086200003"
"38086910","38086910004"
"38086920","38086920002"
"38089110","38089110006"
"38089120","38089120004"
"38089130","38089130002"
"38089140","38089140000"
"38089150","38089150007"
"38089190","38089190009"
"38089311","38089311003"
"38089312","38089312002"
"38089319","38089319005"
"38089321","38089321001"
"38089322","38089322000"
"38089410","38089410003"
"38089420","38089420001"
"38089911","38089911007"
"38089912","38089912006"
"38089921","38089921005"
"38089922","38089922004"
"38089931","38089931003"
"38089932","38089932002"
"38091010","38091010003"
"38091090","38091090006"
"38099100","38099100007"
"38099200","38099200006"
"38099300","38099300005"
"38101010","38101010000"
"38101020","38101020008"
"38109010","38109010003"
"38109020","38109020001"
"38111100","38111100000"
"38111900","38111900002"
"38112100","38112100008"
"38112900","38112900000"
"38119000","38119000004"
"38121000","38121000000"
"38122000","38122000008"
"38123100","38123100005"
"38123910","38123910005"
"38123920","38123920003"
"38140000","38140000000"
"38151100","38151100006"
"38151200","38151200005"
"38151900","38151900008"
"38159011","38159011007"
"38159019","38159019009"
"38159020","38159020006"
"38160010","38160010006"
"38160090","38160090009"
"38170000","38170000007"
"38180090","38180090007"
"38190010","38190010003"
"38190090","38190090006"
"38200000","38200000002"
"38210000","38210000001"
"38221100","38221100007"
"38221210","38221210004"
"38221290","38221290007"
"38221300","38221300005"
"38229000","38229000001"
"38231100","38231100006"
"38231200","38231200005"
"38231300","38231300004"
"38231910","38231910006"
"38231920","38231920004"
"38231930","38231930002"
"38231990","38231990009"
"38237000","38237000004"
"38241000","38241000006"
"38243000","38243000002"
"38244000","38244000000"
"38245000","38245000007"
"38246000","38246000005"
"38248100","38248100000"
"38248210","38248210007"
"38248290","38248290000"
"38248300","38248300008"
"38248400","38248400007"
"38248500","38248500006"
"38248600","38248600005"
"38248700","38248700004"
"38248800","38248800003"
"38248900","38248900002"
"38249100","38249100008"
"38249200","38249200007"
"38249911","38249911007"
"38249912","38249912006"
"38249913","38249913005"
"38249914","38249914004"
"38249915","38249915003"
"38249916","38249916002"
"38249921","38249921005"
"38249922","38249922004"
"38249924","38249924002"
"38249925","38249925001"
"38249926","38249926000"
"38249931","38249931003"
"38249932","38249932002"
"38249933","38249933001"
"38249934","38249934000"
"38249941","38249941001"
"38249942","38249942000"
"38249943","38249943009"
"38249944","38249944008"
"38249951","38249951008"
"38249952","38249952007"
"38249953","38249953006"
"38249960","38249960007"
"38249970","38249970005"
"38249980","38249980003"
"38249991","38249991000"
"38249992","38249992009"
"38252000","38252000003"
"38253000","38253000001"
"38254100","38254100008"
"38254900","38254900000"
"38255000","38255000006"
"38256100","38256100003"
"38256900","38256900005"
"38259000","38259000008"
"38260000","38260000006"
"38271100","38271100002"
"38271200","38271200001"
"38271300","38271300000"
"38271400","38271400009"
"38272000","38272000001"
"38273100","38273100008"
"38273200","38273200007"
"38273900","38273900000"
"38275100","38275100003"
"38275900","38275900005"
"38276200","38276200000"
"38276500","38276500007"
"38276800","38276800004"
"38276900","38276900003"
"38279000","38279000006"
"39012000","39012000000"
"39014000","39014000006"
"39019010","39019010003"
"39019090","39019090006"
"39022000","39022000009"
"39023000","39023000007"
"39029010","39029010002"
"39029020","39029020000"
"39029090","39029090005"
"39031100","39031100009"
"39031900","39031900001"
"39032000","39032000008"
"39033000","39033000006"
"39039010","39039010001"
"39039020","39039020009"
"39039090","39039090004"
"39041000","39041000009"
"39042100","39042100006"
"39042200","39042200005"
"39043000","39043000005"
"39044000","39044000003"
"39045000","39045000000"
"39046100","39046100007"
"39046900","39046900009"
"39049000","39049000002"
"39051200","39051200006"
"39051900","39051900009"
"39052100","39052100005"
"39052900","39052900007"
"39053000","39053000004"
"39059100","39059100000"
"39059910","39059910000"
"39059920","39059920008"
"39059990","39059990003"
"39061010","39061010005"
"39061020","39061020003"
"39069010","39069010008"
"39069090","39069090001"
"39071000","39071000006"
"39072100","39072100003"
"39073010","39073010000"
"39073020","39073020008"
"39073090","39073090003"
"39074000","39074000000"
"39075000","39075000007"
"39076900","39076900006"
"39077000","39077000003"
"39079100","39079100008"
"39079910","39079910008"
"39079920","39079920104"
"39079990","39079990001"
"39081010","39081010003"
"39081020","39081020001"
"39081030","39081030009"
"39089000","39089000008"
"39091000","39091000004"
"39092000","39092000002"
"39093110","39093110007"
"39093190","39093190000"
"39093900","39093900001"
"39094000","39094000008"
"39095000","39095000005"
"39100010","39100010001"
"39100020","39100020009"
"39100030","39100030007"
"39100040","39100040005"
"39100090","39100090004"
"39111010","39111010008"
"39111020","39111020006"
"39111090","39111090001"
"39112000","39112000008"
"39119010","39119010001"
"39119030","39119030007"
"39119040","39119040005"
"39119090","39119090004"
"39121100","39121100008"
"39121200","39121200007"
"39123100","39123100004"
"39123910","39123910004"
"39123920","39123920002"
"39129000","39129000002"
"39131010","39131010006"
"39131020","39131020004"
"39139010","39139010009"
"39139021","39139021006"
"39139029","39139029008"
"39139090","39139090002"
"39140000","39140000009"
"39151000","39151000006"
"39152000","39152000004"
"39153000","39153000002"
"39161000","39161000005"
"39162000","39162000003"
"39169000","39169000008"
"39171000","39171000004"
"39172100","39172100001"
"39172200","39172200000"
"39172300","39172300009"
"39172900","39172900003"
"39173100","39173100009"
"39173910","39173910009"
"39173990","39173990002"
"39174010","39174010006"
"39174090","39174090009"
"39181010","39181010001"
"39189010","39189010004"
"39189090","39189090007"
"39191000","39191000002"
"39199010","39199010003"
"39199020","39199020001"
"39199090","39199090006"
"39201010","39201010007"
"39201021","39201021004"
"39202010","39202010005"
"39202021","39202021002"
"39202022","39202022001"
"39202023","39202023000"
"39202029","39202029004"
"39203010","39203010003"
"39203021","39203021000"
"39203029","39203029002"
"39204310","39204310008"
"39204320","39204320006"
"39204330","39204330004"
"39204920","39204920000"
"39205110","39205110007"
"39205121","39205121004"
"39205129","39205129006"
"39205910","39205910009"
"39205921","39205921006"
"39205929","39205929008"
"39206110","39206110005"
"39206121","39206121002"
"39206129","39206129004"
"39206210","39206210004"
"39206221","39206221001"
"39206222","39206222000"
"39206229","39206229003"
"39206310","39206310003"
"39206321","39206321000"
"39206329","39206329002"
"39206910","39206910007"
"39206921","39206921004"
"39206922","39206922003"
"39206929","39206929006"
"39207110","39207110003"
"39207121","39207121000"
"39207129","39207129002"
"39207300","39207300003"
"39207900","39207900007"
"39209110","39209110009"
"39209121","39209121006"
"39209129","39209129008"
"39209210","39209210008"
"39209221","39209221005"
"39209310","39209310007"
"39209321","39209321004"
"39209329","39209329006"
"39209410","39209410006"
"39209421","39209421003"
"39209429","39209429005"
"39209911","39209911000"
"39209912","39209912009"
"39209919","39209919002"
"39209991","39209991003"
"39209992","39209992002"
"39211110","39211110005"
"39211121","39211121002"
"39211129","39211129004"
"39211221","39211221001"
"39211229","39211229003"
"39211321","39211321000"
"39211329","39211329002"
"39211400","39211400004"
"39211910","39211910007"
"39211920","39211920005"
"39219030","39219030005"
"39219040","39219040003"
"39219090","39219090002"
"39221010","39221010005"
"39221090","39221090008"
"39222010","39222010003"
"39222090","39222090006"
"39229010","39229010008"
"39229090","39229090001"
"39231010","39231010004"
"39231090","39231090007"
"39232100","39232100003"
"39232910","39232910003"
"39233000","39233000002"
"39234010","39234010008"
"39234090","39234090001"
"39251010","39251010002"
"39251090","39251090005"
"39252000","39252000002"
"39253000","39253000000"
"39259000","39259000007"
"39261000","39261000003"
"39263000","39263000009"
"39264000","39264000007"
"39269011","39269011003"
"39269012","39269012002"
"39269013","39269013001"
"39269014","39269014000"
"39269015","39269015009"
"39269021","39269021001"
"39269022","39269022000"
"39269023","39269023009"
"39269031","39269031009"
"39269039","39269039001"
"39269049","39269049009"
"40011000","40011000009"
"40012100","40012100006"
"40012200","40012200005"
"40012900","40012900008"
"40013000","40013000005"
"40021100","40021100007"
"40021910","40021910007"
"40021990","40021990000"
"40022000","40022000006"
"40023100","40023100003"
"40023900","40023900005"
"40024100","40024100001"
"40024900","40024900003"
"40025100","40025100008"
"40025900","40025900000"
"40026000","40026000007"
"40027000","40027000005"
"40028000","40028000003"
"40029100","40029100000"
"40029910","40029910000"
"40029990","40029990003"
"40030000","40030000009"
"40040000","40040000008"
"40051000","40051000005"
"40052000","40052000003"
"40059100","40059100007"
"40059900","40059900009"
"40061000","40061000004"
"40069020","40069020003"
"40069090","40069090008"
"40070000","40070000005"
"40081100","40081100001"
"40081900","40081900003"
"40082110","40082110007"
"40082120","40082120005"
"40082130","40082130003"
"40082190","40082190000"
"40082900","40082900001"
"40091110","40091110008"
"40091190","40091190001"
"40091210","40091210007"
"40091220","40091220005"
"40091230","40091230003"
"40091240","40091240001"
"40091290","40091290000"
"40092110","40092110006"
"40092190","40092190009"
"40092210","40092210005"
"40092290","40092290008"
"40093110","40093110004"
"40093190","40093190007"
"40093210","40093210003"
"40093290","40093290006"
"40094110","40094110002"
"40094190","40094190005"
"40094210","40094210001"
"40094220","40094220009"
"40094230","40094230007"
"40094240","40094240005"
"40094290","40094290004"
"40101100","40101100007"
"40101200","40101200006"
"40101900","40101900009"
"40103100","40103100003"
"40103200","40103200002"
"40103300","40103300001"
"40103400","40103400000"
"40103500","40103500009"
"40103600","40103600008"
"40103900","40103900005"
"40113000","40113000003"
"40114000","40114000001"
"40115000","40115000008"
"40117010","40117010002"
"40117090","40117090005"
"40118010","40118010000"
"40118090","40118090003"
"40119000","40119000000"
"40121100","40121100005"
"40121200","40121200004"
"40121300","40121300003"
"40121900","40121900007"
"40122010","40122010002"
"40122090","40122090005"
"40129010","40129010007"
"40129020","40129020005"
"40131000","40131000005"
"40132000","40132000003"
"40139010","40139010006"
"40139020","40139020004"
"40139030","40139030002"
"40139090","40139090009"
"40149010","40149010005"
"40149020","40149020003"
"40149030","40149030001"
"40149040","40149040009"
"40149090","40149090008"
"40151910","40151910002"
"40151990","40151990906"
"40159010","40159010004"
"40159090","40159090007"
"40161000","40161000002"
"40169100","40169100004"
"40169200","40169200003"
"40169310","40169310000"
"40169320","40169320008"
"40169400","40169400001"
"40169500","40169500000"
"40169910","40169910004"
"40169930","40169930000"
"40169940","40169940008"
"40169990","40169990007"
"40170011","40170011000"
"40170019","40170019002"
"41015000","41015000009"
"41019000","41019000001"
"41021000","41021000007"
"41022100","41022100004"
"41033000","41033000002"
"41041110","41041110002"
"41041190","41041190005"
"41041910","41041910004"
"41041990","41041990007"
"41044110","41044110006"
"41044190","41044190009"
"41044910","41044910008"
"41044990","41044990001"
"41051000","41051000004"
"41053000","41053000000"
"41062100","41062100000"
"41062200","41062200009"
"41063110","41063110006"
"41063190","41063190009"
"41063200","41063200007"
"41064010","41064010005"
"41064020","41064020003"
"41064090","41064090008"
"41069110","41069110003"
"41069190","41069190006"
"41069200","41069200004"
"41071110","41071110009"
"41071190","41071190002"
"41071210","41071210008"
"41071290","41071290001"
"41071910","41071910001"
"41071990","41071990004"
"41079100","41079100004"
"41079200","41079200003"
"41079900","41079900006"
"41120000","41120000007"
"41131000","41131000004"
"41132000","41132000002"
"41133000","41133000000"
"41139000","41139000007"
"41141000","41141000003"
"41142000","41142000001"
"41151000","41151000002"
"41152000","41152000000"
"42021100","42021100005"
"42021900","42021900007"
"42022100","42022100003"
"42022900","42022900005"
"42023100","42023100001"
"42023900","42023900003"
"42029110","42029110006"
"42029210","42029210005"
"42029910","42029910008"
"42031000","42031000005"
"42032900","42032900004"
"42033010","42033010009"
"42034000","42034000009"
"42050010","42050010003"
"42050020","42050020001"
"42060010","42060010002"
"42060090","42060090005"
"43011000","43011000006"
"43013000","43013000002"
"43016000","43016000005"
"43021100","43021100004"
"43040000","43040000005"
"44012100","44012100002"
"44012200","44012200001"
"44013100","44013100000"
"44013200","44013200009"
"44014100","44014100008"
"44021000","44021000004"
"44022000","44022000002"
"44029000","44029000007"
"44032100","44032100000"
"44032200","44032200009"
"44034100","44034100006"
"44034200","44034200005"
"44039100","44039100005"
"44039300","44039300003"
"44039400","44039400002"
"44039500","44039500001"
"44039600","44039600000"
"44039700","44039700009"
"44039800","44039800008"
"44041000","44041000002"
"44042000","44042000000"
"44050010","44050010001"
"44050020","44050020009"
"44050090","44050090004"
"44061100","44061100009"
"44061200","44061200008"
"44069100","44069100002"
"44069200","44069200001"
"44071100","44071100008"
"44071300","44071300006"
"44071400","44071400005"
"44072100","44072100006"
"44072200","44072200005"
"44072300","44072300004"
"44072500","44072500002"
"44072600","44072600001"
"44072700","44072700000"
"44072800","44072800009"
"44079100","44079100001"
"44079200","44079200000"
"44079300","44079300009"
"44079400","44079400008"
"44079500","44079500007"
"44079600","44079600006"
"44079700","44079700005"
"44081000","44081000106"
"44083100","44083100101"
"44083910","44083910003"
"44083990","44083990006"
"44089010","44089010009"
"44089090","44089090002"
"44092100","44092100004"
"44092200","44092200003"
"44101200","44101200002"
"44101990","44101990006"
"44109000","44109000007"
"44111210","44111210009"
"44111290","44111290002"
"44111310","44111310008"
"44111390","44111390001"
"44111410","44111410007"
"44111490","44111490000"
"44119210","44119210002"
"44119290","44119290005"
"44119310","44119310001"
"44119390","44119390004"
"44119410","44119410000"
"44119490","44119490003"
"44121011","44121011009"
"44121012","44121012008"
"44121091","44121091002"
"44121092","44121092001"
"44123110","44123110005"
"44123120","44123120003"
"44123310","44123310003"
"44123320","44123320001"
"44123410","44123410002"
"44123420","44123420000"
"44123910","44123910007"
"44123920","44123920005"
"44124110","44124110003"
"44124120","44124120001"
"44124210","44124210002"
"44124220","44124220000"
"44124910","44124910005"
"44124920","44124920003"
"44125110","44125110000"
"44125120","44125120008"
"44125210","44125210009"
"44125220","44125220007"
"44125910","44125910002"
"44125920","44125920000"
"44129110","44129110002"
"44129120","44129120000"
"44129210","44129210001"
"44129220","44129220009"
"44129910","44129910004"
"44129920","44129920002"
"44130010","44130010001"
"44130090","44130090004"
"44141000","44141000000"
"44149000","44149000003"
"44151000","44151000009"
"44152000","44152000007"
"44160010","44160010008"
"44160090","44160090001"
"44170000","44170000009"
"44181100","44181100005"
"44181900","44181900007"
"44182100","44182100003"
"44182900","44182900005"
"44183000","44183000002"
"44184000","44184000000"
"44185000","44185000007"
"44187300","44187300000"
"44187400","44187400009"
"44187500","44187500008"
"44187900","44187900004"
"44188100","44188100000"
"44188200","44188200009"
"44188300","44188300008"
"44188900","44188900002"
"44189100","44189100008"
"44189200","44189200007"
"44191100","44191100004"
"44191900","44191900006"
"44192000","44192000003"
"44201100","44201100001"
"44209010","44209010003"
"44209020","44209020001"
"44211000","44211000001"
"44212000","44212000009"
"44219100","44219100003"
"45011000","45011000004"
"45019000","45019000007"
"45020000","45020000005"
"45031000","45031000002"
"45039010","45039010003"
"45039090","45039090006"
"45041000","45041000001"
"45049010","45049010002"
"45049090","45049090005"
"46012100","46012100000"
"46012210","46012210007"
"46012290","46012290000"
"46012910","46012910000"
"46012920","46012920008"
"46012990","46012990003"
"46019200","46019200004"
"46019310","46019310001"
"46019390","46019390004"
"46019910","46019910005"
"46019920","46019920003"
"46019930","46019930001"
"46019940","46019940009"
"46019991","46019991007"
"46019992","46019992006"
"46021100","46021100001"
"46021200","46021200000"
"46021910","46021910001"
"46029000","46029000005"
"47010000","47010000004"
"47020000","47020000003"
"47031100","47031100009"
"47031900","47031900001"
"47032100","47032100007"
"47032900","47032900009"
"47041100","47041100008"
"47041900","47041900000"
"47042100","47042100006"
"47042900","47042900008"
"47050000","47050000000"
"47061000","47061000007"
"47062000","47062000005"
"47063000","47063000003"
"47069100","47069100009"
"47069210","47069210006"
"47069290","47069290009"
"47069300","47069300007"
"47071000","47071000006"
"47072000","47072000004"
"47073010","47073010000"
"47073090","47073090003"
"47079000","47079000009"
"48010000","48010000003"
"48022000","48022000008"
"48024000","48024000004"
"48025400","48025400007"
"48025510","48025510004"
"48025590","48025590007"
"48025610","48025610003"
"48025620","48025620001"
"48025690","48025690006"
"48025710","48025710002"
"48025790","48025790005"
"48026110","48026110006"
"48030010","48030010009"
"48030020","48030020007"
"48041100","48041100007"
"48041900","48041900009"
"48042100","48042100005"
"48042900","48042900007"
"48043100","48043100003"
"48043900","48043900005"
"48044100","48044100001"
"48044200","48044200000"
"48044900","48044900003"
"48045100","48045100008"
"48045200","48045200007"
"48045900","48045900000"
"48051100","48051100006"
"48051200","48051200005"
"48051990","48051990009"
"48053000","48053000003"
"48054011","48054011008"
"48054019","48054019000"
"48054020","48054020007"
"48055000","48055000008"
"48059290","48059290009"
"48059390","48059390008"
"48061000","48061000006"
"48062000","48062000004"
"48063000","48063000002"
"48064000","48064000000"
"48070000","48070000007"
"48081010","48081010002"
"48081020","48081020000"
"48081090","48081090005"
"48084000","48084000008"
"48092000","48092000001"
"48099010","48099010004"
"48099090","48099090007"
"48102900","48102900009"
"48103100","48103100005"
"48103210","48103210002"
"48103220","48103220000"
"48109220","48109220007"
"48111000","48111000009"
"48114100","48114100002"
"48114900","48114900004"
"48115100","48115100009"
"48115900","48115900001"
"48116000","48116000008"
"48120000","48120000000"
"48131000","48131000007"
"48132000","48132000005"
"48139010","48139010008"
"48139090","48139090001"
"48142000","48142000004"
"48162000","48162000002"
"48169010","48169010005"
"48169090","48169090008"
"48171000","48171000003"
"48172000","48172000001"
"48173000","48173000009"
"48181000","48181000002"
"48182000","48182000000"
"48183000","48183000008"
"48185000","48185000003"
"48191000","48191000001"
"48192000","48192000009"
"48193000","48193000007"
"48194000","48194000005"
"48195000","48195000002"
"48196000","48196000000"
"48202000","48202000006"
"48203000","48203000004"
"48204000","48204000002"
"48205010","48205010007"
"48205020","48205020005"
"48205090","48205090000"
"48209000","48209000001"
"48211000","48211000007"
"48219000","48219000000"
"48221000","48221000006"
"48229000","48229000009"
"48232000","48232000003"
"48234000","48234000009"
"48236100","48236100003"
"48236900","48236900005"
"48237000","48237000002"
"49011000","49011000000"
"49019100","49019100002"
"49019910","49019910002"
"49019990","49019990005"
"49021000","49021000009"
"49029000","49029000002"
"49030010","49030010008"
"49030020","49030020006"
"49040000","49040000009"
"49052000","49052000004"
"49059000","49059000009"
"49060000","49060000007"
"49070020","49070020002"
"49070090","49070090007"
"49081000","49081000003"
"49089000","49089000006"
"49090010","49090010002"
"49090090","49090090005"
"49100000","49100000001"
"49111000","49111000008"
"49119900","49119900002"
"50010000","50010000009"
"50020000","50020000008"
"50030010","50030010005"
"50030090","50030090008"
"50040010","50040010004"
"50040090","50040090007"
"50050000","50050000005"
"50060010","50060010002"
"50060020","50060020000"
"50060030","50060030008"
"50072000","50072000009"
"50079000","50079000004"
"51011100","51011100005"
"51011900","51011900007"
"51012100","51012100003"
"51012900","51012900005"
"51013000","51013000002"
"51021110","51021110002"
"51021120","51021120000"
"51021910","51021910004"
"51021920","51021920002"
"51022010","51022010001"
"51022020","51022020009"
"51031000","51031000004"
"51032000","51032000002"
"51033000","51033000000"
"51040000","51040000005"
"51051000","51051000002"
"51052100","51052100009"
"51052900","51052900001"
"51053100","51053100007"
"51053900","51053900009"
"51054000","51054000006"
"51061000","51061000001"
"51062000","51062000009"
"51071000","51071000000"
"51072000","51072000008"
"51081000","51081000009"
"51082000","51082000007"
"51091000","51091000008"
"51099000","51099000001"
"51100000","51100000007"
"51111100","51111100003"
"51111900","51111900005"
"51112000","51112000002"
"51113000","51113000000"
"51119000","51119000007"
"51121100","51121100002"
"51121900","51121900004"
"51122000","51122000001"
"51123000","51123000009"
"51129000","51129000006"
"51130000","51130000004"
"52010000","52010000007"
"52021000","52021000004"
"52029100","52029100006"
"52029900","52029900008"
"52030000","52030000005"
"52041100","52041100001"
"52041900","52041900003"
"52042000","52042000000"
"52071000","52071000009"
"52079000","52079000002"
"52081100","52081100007"
"52081200","52081200006"
"52081300","52081300005"
"52081900","52081900009"
"52082100","52082100005"
"52082200","52082200004"
"52082300","52082300003"
"52082900","52082900007"
"52083100","52083100003"
"52083200","52083200002"
"52083300","52083300001"
"52083900","52083900005"
"52084100","52084100001"
"52084200","52084200000"
"52084300","52084300009"
"52084900","52084900003"
"52085100","52085100008"
"52085200","52085200007"
"52085910","52085910008"
"52085990","52085990001"
"52091100","52091100006"
"52091200","52091200005"
"52091900","52091900008"
"52092100","52092100004"
"52092200","52092200003"
"52092900","52092900006"
"52093100","52093100002"
"52093200","52093200001"
"52093900","52093900004"
"52094100","52094100000"
"52094200","52094200009"
"52094300","52094300008"
"52094900","52094900002"
"52095100","52095100007"
"52095200","52095200006"
"52095900","52095900009"
"52101100","52101100003"
"52101910","52101910003"
"52101990","52101990006"
"52102100","52102100001"
"52102910","52102910001"
"52102990","52102990004"
"52103100","52103100009"
"52103200","52103200008"
"52103900","52103900001"
"52104100","52104100007"
"52104910","52104910007"
"52104990","52104990000"
"52105100","52105100004"
"52105910","52105910004"
"52105990","52105990007"
"52111100","52111100002"
"52111200","52111200001"
"52111900","52111900004"
"52112010","52112010009"
"52112020","52112020007"
"52112090","52112090002"
"52113100","52113100008"
"52113200","52113200007"
"52113900","52113900000"
"52114100","52114100006"
"52114200","52114200005"
"52114300","52114300004"
"52114900","52114900008"
"52115100","52115100003"
"52115200","52115200002"
"52115900","52115900005"
"52121100","52121100001"
"52121200","52121200000"
"52121300","52121300009"
"52121400","52121400008"
"52121500","52121500007"
"52122100","52122100009"
"52122200","52122200008"
"52122300","52122300007"
"52122400","52122400006"
"52122500","52122500005"
"53011000","53011000004"
"53012100","53012100001"
"53012900","53012900003"
"53013000","53013000000"
"53021000","53021000003"
"53029000","53029000006"
"53031010","53031010000"
"53031090","53031090003"
"53039000","53039000005"
"53061000","53061000009"
"53062000","53062000007"
"53071010","53071010006"
"53071090","53071090009"
"53072010","53072010004"
"53072090","53072090007"
"53081000","53081000007"
"53082000","53082000005"
"53089010","53089010008"
"53089090","53089090001"
"53091100","53091100005"
"53091900","53091900007"
"53092100","53092100003"
"53092900","53092900005"
"53101000","53101000003"
"53109000","53109000006"
"53110010","53110010002"
"53110020","53110020000"
"53110090","53110090005"
"54011010","54011010001"
"54011090","54011090004"
"54012000","54012000001"
"54021100","54021100001"
"54021900","54021900003"
"54022000","54022000000"
"54023100","54023100007"
"54023200","54023200006"
"54023300","54023300005"
"54023400","54023400004"
"54023900","54023900009"
"54024410","54024410000"
"54024420","54024420008"
"54024430","54024430006"
"54024490","54024490003"
"54024500","54024500001"
"54024600","54024600000"
"54024700","54024700009"
"54024800","54024800008"
"54025100","54025100002"
"54025200","54025200001"
"54025300","54025300000"
"54025900","54025900004"
"54026100","54026100000"
"54026200","54026200009"
"54026300","54026300008"
"54026900","54026900002"
"54031000","54031000001"
"54033110","54033110004"
"54033190","54033190007"
"54033210","54033210003"
"54033290","54033290006"
"54033310","54033310002"
"54033390","54033390005"
"54033910","54033910006"
"54033990","54033990009"
"54034110","54034110002"
"54034190","54034190005"
"54034210","54034210001"
"54034290","54034290004"
"54034910","54034910004"
"54034990","54034990007"
"54041110","54041110007"
"54041190","54041190000"
"54041210","54041210006"
"54041290","54041290009"
"54041910","54041910009"
"54041990","54041990002"
"54049010","54049010001"
"54049090","54049090004"
"54050010","54050010009"
"54050090","54050090002"
"54060011","54060011007"
"54060019","54060019009"
"54060021","54060021005"
"54060022","54060022004"
"54060029","54060029007"
"54072000","54072000005"
"54073000","54073000003"
"54074110","54074110008"
"54074120","54074120006"
"54074200","54074200009"
"54074300","54074300008"
"54074400","54074400007"
"54075110","54075110005"
"54075120","54075120003"
"54075200","54075200006"
"54075300","54075300005"
"54075400","54075400004"
"54076110","54076110003"
"54076190","54076190006"
"54076910","54076910005"
"54076990","54076990008"
"54077110","54077110001"
"54077121","54077121008"
"54077129","54077129000"
"54077210","54077210000"
"54077290","54077290003"
"54077300","54077300001"
"54077400","54077400000"
"54078110","54078110009"
"54078120","54078120007"
"54078200","54078200000"
"54078300","54078300009"
"54078400","54078400008"
"54079110","54079110007"
"54079120","54079120005"
"54079200","54079200008"
"54079300","54079300007"
"54079400","54079400006"
"54081000","54081000006"
"54082110","54082110001"
"54082120","54082120009"
"54082200","54082200002"
"54082300","54082300001"
"54082400","54082400000"
"54083110","54083110009"
"54083120","54083120007"
"54083200","54083200000"
"54083300","54083300009"
"54083400","54083400008"
"55011100","55011100001"
"55011900","55011900003"
"55012000","55012000000"
"55013000","55013000008"
"55014000","55014000006"
